image_name,c1,c2,c3,c4,c5,c_total
3483459470.jpg,5,65,34,0,0,104
3483540691.jpg,2,23,69,6,0,100
3484057115.jpg,0,15,82,10,0,107
3485554199.jpg,1,19,73,7,0,100
3486204187.jpg,0,10,77,16,0,103
3487085790.jpg,0,2,42,59,1,104
3487701269.jpg,0,6,45,52,3,106
3489731995.jpg,0,4,51,57,1,113
3490117565.jpg,0,1,49,58,2,110
3490456545.jpg,9,44,52,3,0,108
3491336743.jpg,7,49,44,5,0,105
3491534419.jpg,0,7,59,36,0,102
3492624391.jpg,9,63,33,3,0,108
3494126077.jpg,0,0,26,81,3,110
3494272101.jpg,0,1,52,54,3,110
3494678423.jpg,0,32,62,11,0,105
3496521334.jpg,0,0,29,72,4,105
3497202348.jpg,0,12,68,22,2,104
349896134.jpg,2,73,54,0,0,129
3499629801.jpg,0,7,58,41,0,106
35002160.jpg,0,7,38,57,4,106
3501996576.jpg,0,0,46,58,0,104
3502153355.jpg,0,5,56,47,1,109
3503300231.jpg,0,0,17,83,8,108
3505262206.jpg,0,25,69,9,0,103
3505627590.jpg,2,56,44,4,0,106
3510063780.jpg,5,31,58,11,0,105
3511207085.jpg,0,1,43,66,0,110
3515651386.jpg,0,6,81,39,0,126
3515663938.jpg,0,0,40,64,1,105
3518265762.jpg,0,1,33,67,2,103
3518866605.jpg,0,9,91,25,1,126
3519364135.jpg,3,51,44,3,0,101
351997474.jpg,0,25,66,12,0,103
3522690935.jpg,0,36,72,3,0,111
352331466.jpg,4,65,53,6,0,128
3524216401.jpg,0,2,35,62,1,100
3524447745.jpg,0,12,58,37,0,107
3525647615.jpg,1,21,70,14,0,106
352602458.jpg,12,70,24,0,0,106
3526523265.jpg,0,5,74,29,0,108
352744670.jpg,48,51,7,0,0,106
3530486052.jpg,0,0,17,79,9,105
3530563948.jpg,0,16,81,10,0,107
35311267.jpg,12,79,15,1,0,107
3532282772.jpg,0,13,56,43,1,113
353228664.jpg,1,1,57,46,2,107
3532374814.jpg,0,3,46,54,0,103
3533949779.jpg,0,5,61,36,1,103
3534610078.jpg,0,0,28,74,2,104
3535978712.jpg,0,3,50,47,1,101
3536025260.jpg,3,80,20,1,0,104
3537044665.jpg,7,65,32,0,0,104
3537245055.jpg,0,15,86,32,0,133
3537658496.jpg,0,3,34,100,4,141
3538380259.jpg,1,25,81,4,0,111
3539454254.jpg,0,4,75,32,0,111
3541249074.jpg,0,1,48,55,2,106
354153075.jpg,1,52,51,3,0,107
3542002438.jpg,0,31,72,8,0,111
3545028223.jpg,0,9,71,26,1,107
3545446713.jpg,0,3,71,34,1,109
3545702131.jpg,1,27,61,8,0,97
3547062481.jpg,0,3,85,37,1,126
3547073718.jpg,0,0,21,83,5,109
3548223665.jpg,2,44,59,4,0,109
354899371.jpg,0,8,70,27,0,105
3549424661.jpg,5,49,46,9,0,109
3551648026.jpg,0,16,66,25,0,107
3552766173.jpg,0,0,30,66,5,101
3552877026.jpg,0,0,50,61,1,112
3555094283.jpg,0,18,62,27,3,110
3556213355.jpg,0,1,22,78,5,106
3558351395.jpg,31,60,11,0,0,102
3560022258.jpg,0,53,44,2,0,99
3560032600.jpg,0,5,51,46,0,102
3561351919.jpg,0,11,62,33,1,107
3561898679.jpg,0,3,44,59,0,106
3562407133.jpg,0,0,23,71,11,105
3563134047.jpg,0,5,44,54,2,105
356523006.jpg,0,3,67,36,3,109
3566079728.jpg,0,3,57,44,1,105
3566137302.jpg,0,8,62,33,0,103
3566227002.jpg,1,4,46,43,3,97
3566285762.jpg,0,4,54,41,1,100
3567613299.jpg,0,1,56,52,3,112
3567892894.jpg,0,1,56,45,0,102
3569097033.jpg,0,21,74,10,0,105
3569259520.jpg,0,7,76,27,0,110
3572950777.jpg,0,2,29,61,11,103
3574423584.jpg,0,7,71,31,0,109
357452255.jpg,12,75,17,0,0,104
3575258454.jpg,0,4,59,32,1,96
3576199867.jpg,1,0,34,60,5,100
357641600.jpg,26,81,2,0,0,109
3576734927.jpg,0,5,61,40,2,108
3576771116.jpg,0,18,73,12,0,103
3577464388.jpg,0,1,57,49,0,107
3577744786.jpg,15,74,13,1,0,103
3579701723.jpg,23,78,8,0,0,109
3581381105.jpg,0,0,29,77,2,108
358360301.jpg,0,2,59,45,1,107
358433606.jpg,18,66,24,0,0,108
358438532.jpg,5,63,35,1,0,104
3585032307.jpg,2,24,62,6,1,95
3585744087.jpg,16,68,20,3,0,107
3586744131.jpg,0,0,28,66,7,101
3586827526.jpg,0,0,43,58,1,102
3587076357.jpg,1,5,58,41,0,105
3587337138.jpg,1,33,53,11,0,98
3588199753.jpg,0,1,45,57,6,109
3589240869.jpg,2,7,32,54,5,100
3591617396.jpg,3,50,48,3,0,104
3592827455.jpg,0,8,57,36,0,101
3593791366.jpg,0,0,29,69,5,103
3595766183.jpg,0,0,40,65,1,106
3596611917.jpg,0,15,82,12,0,109
3596718064.jpg,0,1,47,81,0,129
3597095413.jpg,0,0,32,68,3,103
3597199001.jpg,0,1,40,67,1,109
359723983.jpg,0,2,37,58,8,105
3597613662.jpg,0,0,46,52,2,100
3599779537.jpg,0,6,56,44,0,106
3600948934.jpg,1,41,60,2,0,104
3601117533.jpg,0,2,60,47,1,110
3601352242.jpg,0,4,57,48,1,110
3603046487.jpg,0,27,72,10,0,109
3603762742.jpg,0,15,64,24,0,103
3604508101.jpg,0,1,75,31,0,107
3606644176.jpg,0,8,51,50,4,113
3606669688.jpg,0,12,42,41,3,98
3608137140.jpg,0,1,39,55,10,105
3608691305.jpg,0,7,76,23,0,106
3609473273.jpg,0,0,21,74,10,105
3609983548.jpg,0,6,64,36,0,106
361037189.jpg,0,0,8,108,10,126
3611703355.jpg,0,0,8,86,15,109
3612122165.jpg,0,8,61,34,0,103
3612174577.jpg,9,60,32,1,0,102
361252644.jpg,1,44,56,6,0,107
3613844312.jpg,0,0,15,80,9,104
3615125120.jpg,0,2,48,60,1,111
3615267731.jpg,0,1,45,58,0,104
3615562.jpg,15,82,8,1,0,106
3616806128.jpg,0,2,56,43,0,101
3618474326.jpg,0,7,40,55,1,103
3618795157.jpg,1,2,14,70,18,105
3619220193.jpg,1,13,65,25,1,105
3619609860.jpg,0,1,30,100,9,140
362016009.jpg,0,31,64,8,0,103
3620678223.jpg,0,10,66,27,0,103
3620726.jpg,19,79,9,0,0,107
362290262.jpg,1,2,29,66,2,100
3625351305.jpg,0,3,56,41,2,102
3628043.jpg,1,5,42,45,16,109
3628605791.jpg,0,31,62,20,0,113
3629779382.jpg,0,0,55,47,2,104
3630233855.jpg,2,17,51,34,1,105
3632417985.jpg,85,15,2,0,0,102
363482906.jpg,0,1,53,56,0,110
3635405613.jpg,0,21,75,12,0,108
3636701462.jpg,0,0,30,71,3,104
3637251050.jpg,3,24,68,12,1,108
3638870308.jpg,0,9,78,16,0,103
3639490630.jpg,1,38,63,7,0,109
3641084203.jpg,5,28,50,19,1,103
3642904232.jpg,0,2,32,66,4,104
36434642.jpg,1,25,57,20,1,104
3644585173.jpg,3,24,70,14,0,111
3645413545.jpg,3,70,31,0,0,104
3645793167.jpg,0,2,40,55,1,98
3647757599.jpg,0,9,82,15,0,106
364777572.jpg,0,4,71,33,1,109
3648316650.jpg,0,1,53,49,0,103
364905354.jpg,0,0,24,67,7,98
3649082846.jpg,1,14,76,13,1,105
3651951998.jpg,0,12,73,20,0,105
3652633823.jpg,0,0,61,73,0,134
3653350159.jpg,0,2,42,89,2,135
3653613515.jpg,0,6,53,43,0,102
3654348116.jpg,0,11,80,20,0,111
3655930326.jpg,0,29,70,6,0,105
3658535721.jpg,0,0,21,86,5,112
3658667754.jpg,0,2,42,60,1,105
3660430593.jpg,0,1,39,56,0,96
3660664464.jpg,0,4,55,46,4,109
3661422978.jpg,3,68,33,1,0,105
3662491369.jpg,2,27,61,19,0,109
3662558151.jpg,2,32,61,5,0,100
3662997757.jpg,0,3,33,79,0,115
3663320781.jpg,0,0,27,64,13,104
3663369776.jpg,0,1,29,78,5,113
3663960871.jpg,0,13,92,20,0,125
366471935.jpg,0,0,15,81,11,107
3665983083.jpg,0,0,23,77,3,103
3667890322.jpg,1,4,72,29,1,107
3669066809.jpg,7,53,43,7,1,111
3670445078.jpg,15,89,39,2,0,145
3670448728.jpg,7,61,37,0,0,105
3671193503.jpg,0,8,68,31,0,107
3673357278.jpg,0,1,51,51,2,105
3673502264.jpg,3,21,64,17,0,105
3674117315.jpg,0,3,76,27,0,106
3675002443.jpg,1,39,59,9,0,108
3676465885.jpg,1,11,55,34,2,103
3677460940.jpg,0,22,71,17,0,110
3678866923.jpg,0,1,47,63,1,112
3680743288.jpg,3,68,34,1,0,106
3683418770.jpg,0,14,66,25,1,106
3686287517.jpg,3,23,68,7,0,101
36869449.jpg,0,8,52,45,2,107
3688540831.jpg,0,3,37,58,7,105
3688594216.jpg,0,11,69,25,0,105
368909912.jpg,0,6,65,28,0,99
3689126503.jpg,0,1,24,68,8,101
3689872234.jpg,1,52,52,1,0,106
3691978983.jpg,0,1,31,61,10,103
3693087386.jpg,1,44,53,7,0,105
369451183.jpg,1,34,62,8,0,105
369605204.jpg,0,6,47,57,0,110
3697066196.jpg,0,3,66,28,0,97
3697493807.jpg,0,0,8,84,13,105
3697530291.jpg,0,1,12,76,13,102
3697878601.jpg,0,1,28,74,4,107
3698386210.jpg,0,23,72,14,0,109
3702144450.jpg,0,20,60,23,0,103
3702671816.jpg,0,2,58,44,3,107
3704662776.jpg,5,72,24,1,0,102
3705698114.jpg,0,20,73,9,0,102
3705884386.jpg,0,38,62,7,0,107
3706984010.jpg,17,65,21,3,0,106
3707022590.jpg,0,0,12,87,12,111
3707755654.jpg,2,32,67,8,0,109
3708130060.jpg,0,30,57,18,0,105
3708879448.jpg,2,13,41,41,4,101
3711573590.jpg,0,5,68,28,4,105
3711772310.jpg,4,54,45,4,0,107
3712529193.jpg,5,62,41,1,0,109
3713010621.jpg,4,44,52,6,0,106
3713773458.jpg,0,9,52,44,0,105
3714832332.jpg,1,37,63,8,0,109
3715014568.jpg,3,21,69,8,0,101
3715780832.jpg,0,10,64,33,1,108
3716186057.jpg,31,63,4,0,0,98
3716651057.jpg,0,0,22,87,4,113
3716891886.jpg,0,0,43,57,4,104
371935095.jpg,0,0,21,79,6,106
3719984050.jpg,0,8,56,41,0,105
372117089.jpg,0,0,57,50,0,107
3721179887.jpg,4,44,53,6,0,107
3722409963.jpg,9,67,35,2,0,113
3722476330.jpg,0,9,54,42,1,106
3722623767.jpg,0,27,67,12,0,106
3725954413.jpg,0,27,69,8,0,104
3726632967.jpg,0,5,55,41,1,102
3727572481.jpg,0,10,78,13,0,101
372866056.jpg,0,41,58,4,0,103
3729465678.jpg,7,63,32,4,0,106
3731180333.jpg,0,2,46,53,2,103
3733701155.jpg,0,1,25,76,5,107
3733759776.jpg,0,7,53,52,2,114
3734378087.jpg,0,37,60,13,0,110
3734577194.jpg,0,3,53,44,1,101
3734652007.jpg,1,20,66,19,0,106
3736336896.jpg,0,27,71,12,0,110
3736358849.jpg,6,78,24,1,0,109
3736418288.jpg,0,19,71,10,1,101
3736752039.jpg,0,1,34,65,2,102
3736907392.jpg,0,4,57,41,3,105
3737792738.jpg,7,66,30,1,0,104
3738819299.jpg,0,3,50,51,0,104
3739339628.jpg,2,20,60,25,2,109
3740923361.jpg,1,77,29,3,0,110
3741259519.jpg,0,5,59,39,3,106
3741472599.jpg,0,6,67,36,0,109
3742811862.jpg,0,14,75,16,1,106
3743649571.jpg,0,7,61,32,1,101
374612387.jpg,1,6,48,48,1,104
3749654443.jpg,5,60,38,2,0,105
3750200495.jpg,0,2,48,60,4,114
3750653207.jpg,2,41,57,9,1,110
375084308.jpg,0,8,64,27,2,101
3750920837.jpg,10,57,30,0,0,97
3753143338.jpg,65,39,4,0,0,108
375446021.jpg,0,27,75,5,0,107
3754491822.jpg,3,60,42,3,0,108
3754591467.jpg,10,46,37,6,0,99
3755058211.jpg,0,1,28,62,15,106
3755358004.jpg,0,4,41,53,7,105
3757841253.jpg,0,5,63,39,4,111
3758354055.jpg,0,1,52,50,1,104
3758613590.jpg,0,9,63,30,0,102
3758636614.jpg,2,55,44,1,0,102
3758843972.jpg,0,3,61,41,1,106
3759443485.jpg,0,45,52,1,0,98
3759763464.jpg,2,31,64,9,0,106
3761038439.jpg,0,12,106,12,0,130
3761173384.jpg,0,18,63,22,1,104
3761272199.jpg,0,8,64,33,0,105
3761519418.jpg,0,0,31,86,4,121
3764660296.jpg,0,2,20,110,3,135
3766742048.jpg,7,69,19,0,0,95
376684942.jpg,0,16,58,24,2,100
3767341492.jpg,5,56,37,3,0,101
3767933394.jpg,0,2,31,65,5,103
3768070080.jpg,34,62,13,0,0,109
3770559253.jpg,0,12,74,12,0,98
377273746.jpg,57,46,3,0,0,106
3773463532.jpg,0,0,15,81,10,106
3775591333.jpg,2,41,57,3,0,103
3775862144.jpg,0,1,46,61,2,110
3776716867.jpg,1,4,64,39,0,108
3779249317.jpg,0,0,43,65,4,112
3779311128.jpg,0,9,76,22,0,107
3780702032.jpg,0,0,36,62,3,101
3782183827.jpg,3,65,37,2,0,107
3783245891.jpg,0,19,66,19,0,104
3783312451.jpg,4,81,21,0,0,106
3783568353.jpg,0,19,52,37,1,109
3784715028.jpg,0,10,52,42,2,106
3785783338.jpg,0,9,58,37,2,106
3787014324.jpg,0,15,77,14,0,106
3787979013.jpg,0,1,20,73,16,110
3788379941.jpg,0,1,28,81,1,111
3788909806.jpg,0,10,51,40,1,102
3789837472.jpg,0,3,33,68,4,108
3791999774.jpg,20,72,7,1,0,100
3792338234.jpg,0,15,66,29,0,110
3792378354.jpg,0,2,70,35,0,107
379323686.jpg,0,3,39,54,5,101
379362291.jpg,0,9,77,20,1,107
3794248989.jpg,0,5,58,47,1,111
379437662.jpg,0,0,42,59,1,102
3794461596.jpg,0,3,48,50,3,104
37951657.jpg,43,59,2,0,0,104
3796455854.jpg,0,10,58,34,0,102
3797715149.jpg,0,4,50,47,3,104
3800059044.jpg,0,4,43,62,1,110
3800600451.jpg,0,0,17,82,11,110
3801275835.jpg,0,6,64,35,0,105
3804031946.jpg,0,0,38,62,2,102
3805107589.jpg,0,7,78,23,0,108
38056572.jpg,0,7,53,43,3,106
3806051518.jpg,44,50,6,0,0,100
3809644203.jpg,0,8,76,24,0,108
3810011859.jpg,6,54,46,1,0,107
381148704.jpg,0,17,67,20,0,104
3812031514.jpg,0,1,50,63,1,115
3812657000.jpg,0,5,117,29,0,151
3812865597.jpg,0,2,52,49,3,106
3812926720.jpg,0,1,38,58,4,101
3814668128.jpg,1,20,90,34,2,147
3815063597.jpg,1,29,67,6,0,103
3815098207.jpg,0,3,29,70,5,107
3816407980.jpg,0,2,60,45,0,107
3817723435.jpg,0,21,65,18,0,104
3817779484.jpg,2,27,64,11,0,104
3818998606.jpg,0,3,62,38,1,104
3820650799.jpg,6,56,41,1,0,104
3821275434.jpg,0,2,60,64,4,130
3822506826.jpg,2,59,46,2,0,109
3822808828.jpg,0,0,18,89,4,111
3824105113.jpg,0,17,77,21,0,115
3824362477.jpg,0,1,36,65,5,107
3824413541.jpg,0,3,35,76,2,116
3824485636.jpg,2,35,51,17,2,107
3825250471.jpg,0,0,25,77,6,108
3825304964.jpg,0,13,101,14,0,128
3825365753.jpg,0,5,49,48,5,107
3825837186.jpg,0,3,33,63,4,103
3826205454.jpg,0,5,69,45,0,119
3826585780.jpg,0,1,34,65,4,104
3827560087.jpg,0,0,32,75,3,110
382774042.jpg,35,56,12,0,0,103
3827911032.jpg,0,3,45,53,1,102
3827968988.jpg,0,26,87,13,0,126
3828155719.jpg,0,11,79,43,0,133
3828472247.jpg,0,13,78,19,0,110
3829660645.jpg,0,13,72,22,1,108
3835050024.jpg,0,25,60,19,0,104
3838001890.jpg,0,29,64,5,0,98
3839953318.jpg,0,12,76,22,0,110
3840546727.jpg,0,20,78,15,0,113
3840923045.jpg,0,25,63,18,0,106
3841233055.jpg,1,43,61,2,0,107
3841305755.jpg,0,6,74,32,0,112
3841509426.jpg,6,66,34,5,0,111
3843377036.jpg,0,10,78,20,0,108
3843859642.jpg,0,8,55,41,2,106
3844930238.jpg,0,2,94,58,0,154
3845656628.jpg,0,5,63,38,3,109
3846071699.jpg,0,4,73,50,0,127
3846844854.jpg,0,2,51,46,1,100
3847022878.jpg,0,0,60,39,2,101
384788069.jpg,0,3,17,72,8,100
3847915749.jpg,25,66,16,1,0,108
3847965007.jpg,2,42,50,7,0,101
3848727332.jpg,0,0,22,84,1,107
3848893941.jpg,0,8,40,62,0,110
3850107264.jpg,0,14,76,17,1,108
3850147128.jpg,0,6,37,57,3,103
3850577376.jpg,0,44,56,5,0,105
3851672801.jpg,0,0,31,73,4,108
3851941327.jpg,0,11,72,15,0,98
3853359984.jpg,0,7,57,31,2,97
3854279335.jpg,7,75,23,0,0,105
3855419676.jpg,0,1,19,72,8,100
3856196713.jpg,0,0,41,55,10,106
3856507445.jpg,0,7,79,23,0,109
3856900502.jpg,0,4,44,49,4,101
3860253466.jpg,0,5,80,29,0,114
3860848792.jpg,3,50,69,3,1,126
3861043546.jpg,0,1,42,60,1,104
3861673008.jpg,4,64,29,0,0,97
3864280906.jpg,0,1,37,69,2,109
3866688343.jpg,1,19,70,13,0,103
3867441709.jpg,0,2,46,45,6,99
386746008.jpg,2,6,60,45,0,113
3867705645.jpg,28,70,4,0,0,102
3867707916.jpg,0,13,69,22,0,104
387003357.jpg,8,74,24,1,0,107
3870343367.jpg,0,10,64,32,0,106
3870457394.jpg,0,2,67,39,2,110
3871801313.jpg,0,20,83,6,0,109
3872043875.jpg,0,3,62,31,2,98
3872509611.jpg,3,34,52,7,0,96
387259022.jpg,1,26,69,14,0,110
3872832716.jpg,0,25,58,19,0,102
3874298550.jpg,0,5,65,39,0,109
3874382715.jpg,6,63,28,2,0,99
3876341199.jpg,0,2,43,81,0,126
3876523676.jpg,0,3,37,66,2,108
3879362113.jpg,0,1,34,65,6,106
3880140639.jpg,1,73,28,3,0,105
3880718005.jpg,2,25,77,4,0,108
3881103730.jpg,0,0,13,83,12,108
3885568060.jpg,0,2,34,58,10,104
3886483510.jpg,0,1,41,58,0,100
3886718406.jpg,1,6,54,41,0,102
3886757277.jpg,0,35,57,11,0,103
3886880606.jpg,0,1,29,68,2,100
3888454309.jpg,17,78,11,1,0,107
3890421755.jpg,0,6,68,28,0,102
3890811565.jpg,0,4,62,41,0,107
3891717415.jpg,0,1,43,57,0,101
3892086124.jpg,0,15,83,40,1,139
3892332557.jpg,0,24,59,21,0,104
3894915205.jpg,0,1,60,79,1,141
3895433023.jpg,0,8,73,24,0,105
3895663827.jpg,0,35,57,9,0,101
3896434582.jpg,0,30,72,4,0,106
3898078585.jpg,35,70,7,0,0,112
3900873243.jpg,0,21,71,13,1,106
3900966844.jpg,3,69,37,4,0,113
390226070.jpg,0,5,31,63,5,104
3902626347.jpg,25,84,3,1,0,113
3903483278.jpg,6,40,56,6,0,108
3904942577.jpg,31,73,1,0,0,105
3905518312.jpg,2,47,53,1,0,103
3908700784.jpg,0,3,31,68,2,104
3908763168.jpg,0,1,34,69,5,109
3908866899.jpg,2,59,39,2,0,102
3910222592.jpg,0,3,37,68,2,110
3910973897.jpg,9,82,19,1,0,111
3913177014.jpg,2,20,70,12,0,104
3913188131.jpg,0,0,17,72,15,104
3916222248.jpg,0,1,24,67,5,97
3916243478.jpg,0,22,66,14,0,102
3916637949.jpg,4,33,56,12,2,107
3916850615.jpg,0,1,60,45,0,106
3916915691.jpg,0,23,77,8,0,108
3917849504.jpg,2,36,48,20,0,106
3918062562.jpg,0,1,26,67,9,103
3918280584.jpg,0,6,69,30,0,105
3918838221.jpg,12,61,34,3,0,110
3919380535.jpg,1,4,46,53,0,104
392103652.jpg,8,65,36,2,0,111
3921589638.jpg,0,1,39,61,3,104
392179845.jpg,53,86,5,0,0,144
3922421993.jpg,0,2,40,58,3,103
3923233289.jpg,4,89,13,0,0,106
3923541475.jpg,1,9,83,13,0,106
3925412649.jpg,0,4,57,41,1,103
392558137.jpg,2,49,47,6,0,104
3927444590.jpg,0,6,68,48,1,123
3927881802.jpg,0,7,55,39,0,101
3928559890.jpg,0,10,62,34,0,106
3930941584.jpg,5,48,49,0,0,102
3931210821.jpg,0,12,69,24,0,105
3932630945.jpg,0,4,58,41,0,103
3932684731.jpg,1,33,64,11,0,109
3932785686.jpg,5,49,47,9,0,110
3934165977.jpg,0,15,69,20,0,104
3934821151.jpg,0,5,37,56,3,101
3934995195.jpg,0,0,27,81,1,109
3935177366.jpg,29,66,7,1,0,103
3937913166.jpg,0,2,48,57,3,110
3938367619.jpg,1,25,63,14,1,104
3939043948.jpg,3,51,48,5,0,107
3939622523.jpg,0,24,48,31,0,103
3940105265.jpg,6,35,55,15,2,113
3940357186.jpg,0,38,63,2,0,103
3940847938.jpg,15,67,18,1,0,101
3941788092.jpg,0,2,52,46,0,100
3943080167.jpg,15,75,21,0,0,111
3944642127.jpg,0,1,47,56,7,111
3945869834.jpg,0,0,15,91,5,111
3946405001.jpg,0,0,36,68,1,105
3947046278.jpg,0,6,47,52,0,105
3948135332.jpg,0,3,46,66,0,115
3948277105.jpg,0,7,80,20,0,107
3948522988.jpg,2,31,56,15,0,104
3948731617.jpg,0,1,35,69,0,105
3949143151.jpg,0,0,63,58,0,121
3949472497.jpg,0,4,51,48,2,105
395036065.jpg,31,87,33,0,0,151
395147567.jpg,1,67,69,2,0,139
3951898034.jpg,0,1,37,68,4,110
3952840501.jpg,0,1,42,82,3,128
395315549.jpg,0,28,93,13,0,134
39540491.jpg,0,3,34,54,16,107
3954258141.jpg,0,7,57,38,2,104
3955560376.jpg,1,4,53,47,1,106
3956832242.jpg,1,41,60,3,0,105
3957754780.jpg,0,53,50,4,0,107
3960128594.jpg,0,15,75,12,0,102
3960444662.jpg,0,1,23,80,4,108
3960629357.jpg,0,17,81,38,2,138
3961390501.jpg,0,2,25,69,5,101
3961459513.jpg,0,0,36,66,1,103
3962058482.jpg,31,50,19,2,0,102
396221760.jpg,0,4,75,31,0,110
3962244093.jpg,0,2,48,48,1,99
3964553280.jpg,0,19,70,19,0,108
396505725.jpg,7,93,10,0,0,110
3965556653.jpg,0,18,65,23,1,107
3966627187.jpg,0,0,37,75,2,114
3966829877.jpg,0,3,46,53,3,105
3969622447.jpg,1,39,58,6,0,104
3970268650.jpg,0,0,34,65,1,100
3971050023.jpg,0,3,21,67,16,107
3971662930.jpg,0,27,70,9,0,106
3971799391.jpg,0,16,59,28,0,103
3973001148.jpg,3,56,44,3,0,106
3973813247.jpg,1,55,49,5,0,110
3974701478.jpg,1,17,63,29,1,111
3975469304.jpg,0,1,14,80,8,103
3976452832.jpg,0,11,83,16,0,110
3976883946.jpg,0,24,79,33,1,137
3977122123.jpg,1,8,93,25,0,127
3978652004.jpg,2,22,62,18,0,104
3978837773.jpg,0,10,72,40,0,122
3980206588.jpg,0,5,71,30,0,106
3980253534.jpg,1,18,74,14,0,107
3980401611.jpg,1,40,60,6,0,107
3982768803.jpg,0,15,69,18,0,102
3983499964.jpg,0,7,55,45,1,108
3984248064.jpg,18,74,17,0,0,109
3985027264.jpg,0,53,51,1,0,105
3985258920.jpg,2,18,57,29,0,106
398551269.jpg,1,37,56,13,0,107
3985602874.jpg,0,3,49,51,1,104
3986881860.jpg,0,1,22,84,1,108
3987605606.jpg,0,0,11,74,23,108
3989767571.jpg,0,15,100,10,0,125
3992677101.jpg,22,73,6,0,0,101
3993808694.jpg,8,46,41,12,0,107
3994007574.jpg,0,2,34,58,4,98
3994759280.jpg,0,5,58,43,1,107
3994759840.jpg,0,18,82,5,0,105
3995400927.jpg,0,7,64,31,1,103
3999106249.jpg,0,23,63,13,0,99
4000012271.jpg,0,0,16,79,15,110
4000500172.jpg,1,21,71,14,0,107
4000774743.jpg,0,8,71,27,1,107
4001539544.jpg,2,47,52,2,0,103
4002090879.jpg,0,3,64,73,4,144
4002265121.jpg,0,3,57,40,2,102
4003392015.jpg,4,55,42,2,0,103
4004417944.jpg,12,81,33,0,0,126
4005014529.jpg,0,21,63,21,0,105
4005164524.jpg,1,59,73,5,0,138
4005784260.jpg,0,0,47,58,3,108
4007753969.jpg,0,4,64,43,1,112
4008219206.jpg,1,11,72,22,2,108
4010417256.jpg,0,25,61,20,0,106
4010451143.jpg,0,2,37,68,1,108
4011871379.jpg,0,23,69,19,0,111
4014803633.jpg,20,76,11,0,0,107
4016051317.jpg,7,62,35,1,0,105
4016200124.jpg,0,3,51,44,1,99
4016398417.jpg,0,7,56,37,0,100
4016639569.jpg,0,4,41,47,6,98
4017312321.jpg,10,64,23,2,0,99
4018386659.jpg,0,10,73,22,0,105
4018505209.jpg,0,1,42,62,2,107
4018879156.jpg,7,50,44,3,0,104
4019770428.jpg,0,1,47,58,4,110
4023100592.jpg,22,71,23,1,0,117
4023245742.jpg,0,18,71,15,0,104
4023598688.jpg,0,17,65,17,0,99
4026925102.jpg,0,6,56,42,3,107
4027767419.jpg,0,8,74,18,0,100
4028266820.jpg,0,5,56,50,1,112
4029731030.jpg,2,22,66,12,0,102
4033495510.jpg,10,70,27,0,0,107
4034220859.jpg,0,29,76,8,0,113
4034290606.jpg,0,8,65,29,1,103
4034550282.jpg,3,70,36,3,0,112
4035961068.jpg,1,50,45,4,0,100
4036944943.jpg,0,2,25,97,2,126
4037056912.jpg,0,44,52,5,0,101
4037555676.jpg,21,73,15,0,0,109
4039710407.jpg,0,1,45,52,10,108
403993453.jpg,5,77,20,1,1,104
404033442.jpg,0,4,65,37,0,106
4040650709.jpg,1,39,58,7,0,105
4040905906.jpg,0,0,48,60,1,109
4041954882.jpg,0,0,28,81,4,113
4042188530.jpg,8,37,54,3,0,102
4042245241.jpg,6,49,50,8,0,113
4042292027.jpg,0,12,71,30,0,113
4042306910.jpg,0,24,69,8,0,101
4042433513.jpg,1,29,59,14,0,103
4042572733.jpg,5,38,60,2,0,105
4042987026.jpg,16,73,17,1,0,107
4045599734.jpg,0,1,35,70,0,106
4046637583.jpg,4,80,40,1,0,125
4046716515.jpg,2,59,67,1,0,129
4047293612.jpg,0,1,60,45,1,107
4047658369.jpg,0,6,54,35,1,96
4049047636.jpg,35,72,4,1,0,112
4050875089.jpg,0,1,39,59,2,101
4054072823.jpg,0,17,60,24,1,102
4054594935.jpg,0,1,34,69,0,104
4054655583.jpg,0,24,72,8,0,104
4054847919.jpg,0,0,34,61,6,101
4056860839.jpg,0,0,25,76,6,107
405908679.jpg,0,9,86,44,4,143
4062759482.jpg,5,77,30,0,0,112
4063780436.jpg,0,5,76,24,0,105
4065100469.jpg,0,3,54,43,1,101
4067961238.jpg,1,75,67,1,0,144
4068780416.jpg,1,36,62,4,0,103
406881914.jpg,0,0,13,87,9,109
4069729710.jpg,0,0,39,63,1,103
4074943155.jpg,2,9,70,30,0,111
4075989770.jpg,0,31,60,11,0,102
4076940518.jpg,0,1,54,44,4,103
4077667734.jpg,0,2,34,60,11,107
4078925567.jpg,2,54,93,1,0,150
4079545582.jpg,0,7,68,30,0,105
4079839829.jpg,0,37,58,2,0,97
4080245276.jpg,33,65,4,0,0,102
4080731983.jpg,0,3,58,45,1,107
4081025902.jpg,2,42,60,4,0,108
4081293153.jpg,0,5,70,30,0,105
4083824869.jpg,0,16,77,13,0,106
4084687519.jpg,0,1,50,58,1,110
4085075628.jpg,1,23,95,16,0,135
408607884.jpg,0,17,60,32,1,110
4086204414.jpg,15,66,20,0,0,101
4087443308.jpg,0,1,46,56,1,104
4088500384.jpg,1,11,76,21,1,110
4089514101.jpg,0,1,31,76,3,111
4091583861.jpg,3,44,57,3,0,107
409233389.jpg,3,34,65,9,0,111
4092627138.jpg,0,6,60,43,1,110
